id,comment,label
3301,这课后题有问题,-1
3302,实验楼的虚拟机太卡太卡了，老就断掉，我能在我自己的虚拟机上做实验吗,-1
3303,这个网站很赞~~~,2
3304,能详细描述一下，不能看是不能看文档了还是不能开始实验吗？,0
3305,style 用于定义属性，包括你想显示的文字颜色，位置，大小，甚至于字体等属性，当然后面的图片和视频什么的都是可以用style来进行定义大小和高度属性的,1
3306,内容不错，浅显易懂，表的基本操作都有了，步骤也很详细。,2
3307,很舒服的实验环境。,2
3308,我会加油努力的，好喜欢这种感觉,2
3309,这个非训练营的会员课 也可以加入会员得到助教的答疑支持是吗 ？ 助教是发布这个课程的老师@欧龙崎 还是其他也懂这个方向的别的助教呢？,0
3310,谢谢鼓励和支持，欢迎多提建议~,2
3311,so easy 实验环境卡,-1
3312,第8节  Hive介绍和安装部署   3.1.3 启动mysql服务 通过下面查看mysql服务状态： sudo service mysql status 如果mysql没有启动，通过如下命令进行启动： sudo service mysql start   mysql后面少一个字母d,1
3313,什么玩意？？？try-finally 块的简写在还没讲try...except的内容之前就拿出来说!!!,0
3314,实验了一下，python2与python3语法区别挺大,1
3315,collections里没介绍OrderedDict()，实际上下一个练习需要用到该功能。,1
3316,每次实验最后都有个小菜单放松一下，真不错！,2
3317,可以按y升级，完全0基础的同学可以先学习一下Linux基础和Python,1
3318,实验室输入法有点问题，有时候输入容易卡主，往解决,-1
3319,MySQL 没有一点基础，怎么启动MySQL 都不知道，上手有点难，看来我还是先百度一下 mysql 怎么启动。,1
3320,实验很简单  按照步骤一步一步的进行就可以了,2
3321,实验完成，希望教程将里面出现过的函数大致讲下，让我们知道自己画的是什么图,1
3322,不错，挺好玩的,2
3323,不知道上面讲的知识，是来源于课本么，还是网站的公司自己弄的教材？,0
3324,同学你好，初学者学习的过程确实比较痛苦，这一点感同身受。这些问题您可以去讨论区提问一下，相信会有人来帮助你的,0
3325,哇 成就感超级强啊 这个是真的不好弄 ，还有几个疑问 等会上百度找找。美滋滋。代码等一下 发出来！！,-1
3326,输出以d 开头的文件，提示没有 d* 匹配的命令行？,0
3327,点击实验报告，可以看到这个挑战里各种各样的解法~,1
3328,在第二课时中输入，在 /opt 目录下启动 Spark  输入$ spark-2.1.0-bin-hadoop2.6/sbin/start-all.sh，为什么显示没有文件或目录呢？,0
3329,上网搜的代码查看的路由表 ，是route，自认为网关就是路由器ip192.168.xxx.1，下面的是我电脑的ip192.168.xxx.0,1
3330,实验一里面有错误，应该是admin.py，但实际结果写成了admin,-1
3331,这个实验说真的，我都不知道要干嘛，就阅读了文档,-1
3332,第二课还没看完，有一个疑问，请问domain等同于虚拟机吗？还是在domain的基础上创建虚拟机？,0
3333,挺不错的学习环境，感谢分享者,2
3334,特别开心，自己打出了属于自己的代码。今天，我搬砖了,2
3335,网络不好或者实验时间到了但是没有关闭网页可能会出现这种情况，重启环境试试,-1
3336,不错，动手实验的感觉很爽。,2
3337,什么toilet和figlet的无法正常安装,0
3338,入门教程而已，知其然知其所以然 一般是入门到精通的过程了。,1
3339,这么多天了，终于弄懂第一个机器学习算法，开心！！,2
3340,啊捂心口倒地。。。嘤嘤 有什么解决办法咩？挂一个国内VPN？,0
3341,很好，收货很多,2
3342,怎么成了私有课程了，抄袭成立了？要么删除，要么给人费用，别躲起来好不好~,0
3343,谢谢，期待您的修改和建议,2
3344,第二节能解释一下吗，看不懂……,-1
3345,没成功，最后报错，不知道原因,-1
3346,平台卡住了,-1
3347,莫名今天学的很舒服，难道是因为睡了午觉很有精神？,0
3348,离开实验楼的原配置环境，学生收获的还是微乎其微~~,1
3349,考虑到新手，所以只是简单的实现了，不好意思。如果需要，我可以提供保证有解的算法,-1
3350,下午18:30的项目，晚上20:00分使用的时候还没有被删除。可能有点问题。,0
3351,东西太多，记不住。。。,-1
3352,因为所在网络不稳定，当网络出现掉线后，实验楼界面就无法点击和输入了,0
3353,实验楼首页新界面该得不错,2
3354,方式不错，很快上手；,2
3355,今天实验楼不稳定啊，好多课程环境出不来。,-1
3356,点开始实验后出来一个桌面，介绍部分被挡在后面看不到，点结束实验连后面的介绍也被关了 无法使用啊,-1
3357,课程很好，谢谢实验楼,2
3358,课程基于flask+sendcloud来验证邮箱；在课程的基础上扩展了下，基于django+sendcloud走完了流程；代码：https://github.com/shineforever/email_verify,1
3359,还是不太懂操作vim,1
3360,我会再接再厉。,2
3361,编辑器不好用，需要一个字母一个字母的打进去,-1
3362,Windows 10 专业版 Python 3.4.3 pillow 3.3.0 我把parser.add_argument('file')改成了parser.add_argument('G:\\图片作品\h.png'). 运行代码之后显示是这样的： usage: ascll.py [-h] [-o OUTPUT] [--width WIDTH] [--height HEIGHT]                 G:\图片作品\h.png ascll.py: error: the following arguments are required: G:\图片作品\h.png 难道说python还选择系统？,0
3363,学习掌握第一个C语言的结构和各项意义，学习理解更加透彻。,1
3364,位域是什么，什么场景用到，怎么用？,0
3365,太棒了，真实操作的感觉真好,2
3366,非常棒的一个课程，很早就想做一个播放器了,2
3367,就是一大堆命令，好不爽，记不住啊,-1
3368,游戏流程知道了，pygame中一些儿方法不太懂,-1
3369,显示，subsurface rectangle outside surface area，是什么意思呢？,0
3370,教程过于简单了，如果要学习集群分片，这个咋弄呢？,0
3371,简单的linux下mysql的一些配置，跟windows有些差别。,1
3372,很有意思呀，有些不明白的地方需要自己去找答案。,2
3373,如果每个操作都能列出完整代码就好了，分分钟坑死，傻傻的不知道添加到哪里。折腾半天。,-1
3374,提交半天实验，居然提交不了。不知道是不是我写的那几行代码太烂,-1
3375,@老师，之前看到课程里面有介绍右值，std::move的章节，怎么找不到了？,0
3376,结束符那个实验有问题,0
3377,等待收书，等待开班。开课时间：2015年10月26日～2015年11月22日（共4周）,1
3378,感觉按照要求，在/etc/crontab中编辑的定时任务没有执行啊，也不知道怎么回事,-1
3379,列出的快捷键很实用，举的例子，恰到好处,2
3380,可能是本地网络的限制，换个网络可以打开了，就是速度很慢，偶尔因响应时间过长无法打开,-1
3381,sql 注入攻击，我安全级别调成了impossible，其实也就是后台对用户输入的字符进行了校验，是不是这种操作（校验的完美代码）就无法注入呢???,-1
3382,代码太简单了，这个和时间没关系吧,-1
3383,不试不知道，实际操作中还会出现各种问题。在用自己的win7系统ipconfig的时候，竟然提示不是内部命令。然后通过百度，添加了环境变量，解决了。真是实践出真知。纸上得来终觉浅，绝知此事要躬行。,-1
3384,框架说得比菜鸟清晰，还可以动手，挺不错。,2
3385,实验可以提前开放吗?,0
3386,push不成功，内容也不能更改啊？？？,0
3387,第一次在这里体验，还蛮不错的,2
3388,到了第三章就卡住了，说是没有app里面method这个参数，搞不懂是怎么回事,-1
3389,实验至markdown和代码高亮小节，作出的界面localhost:9000和教程一样，但是localhost:9000/admin界面出不来，报错： AttributeError at /admin 'str' object has no attribute 'regex' 实在想不出出错在哪里，全程照着教程做的。希望得到你的指点。,1
3390,老实说，中间有一页我看不懂，卡住了，,-1
3391,现在还没有加入吗？在第0周的课程须知中可以看到qq群的号码的,0
3392,第一次还不太适应，不过还是挺好的,2
3393,还是不错的 有很多很好玩的命令和工具,2
3394,确实不错，内容实用,2
3395,阿里云的虚拟Linux环境速度挺赞的,1
3396,点击开始实验，就可以写出你的第一个程序啦,1
3397,实验环境很好啊，能一边敲代码一边学习的感觉太好了。,2
3398,实现了8个命令查询,1
3399,实验8 gedit新建txt文件 保存不了 提示没有文件夹的访问权限 ，请问有人知道该怎么解决吗？,0
3400,哥们这群号在哪里呢？？？怎么没有找到哦,0
3401,第一次了解到还有这么酷的实践平台，以后我就会多去增加实践编程练习,1
3402,不错，简单明了。,2
3403,谢谢分享经验,2
3404,这一章内容太多了，一个小时完全消化不了，感觉至少应当分三个课时才行。首先要讲明什么事迭代器，有什么用处。什么是生成器。尤其是装饰器，分配的太少，一个例子完全看不懂能做什么。,-1
3405,第一次接触都不知道是干嘛的.看到后面才知道后面要敲的代码,-1
3406,挺不错的，一些常用的命令基本都涵盖了,2
3407,很好，是我太菜了，我会继续努力的,2
3408,工厂模式好处是什么呀？没说呀？！,0
3409,12岁小歪果仁真心NB，我12 岁会啥？就特么的无聊的浪费时间~~~,0
3410,一遍看不懂啊，平台的确不错,2
3411,实验环境很好用，如果能免费开通SSH就更好了,2
3412,实验环境太卡了，服务启动了好久都是超时...,0
3413,感觉很不错，试验楼免去了安装开发环境的麻烦,2
3414,卡死了    笔记本真坑,-1
3415,不知道怎么使用，难以上手，太困了睡觉。,-1
3416,循序渐进，感觉 不错,2
3417,"挑战5的底层实现是什么？我自己运行尝试了下，应该是符合题设要求的。无源文件报错，有目标文件报错（还强行把报错内容改为""error""），目标文件与原文件手动查看是一样的（最后会多输出一个""EOF""的坑也跳了）。实在不知道该怎么改了。",0
3418,动手才是最好的老师，感谢实验楼,2
3419,编辑器不给力，不能自动补全,-1
3420,2018-01-02  第一次使用实验楼,1
3421,这是一个完整的数据分析学习课程，会从基础讲起，而最后的三节课才是数据分析项目,1
3422,这个实验挺有意思的，就是感觉好像有很多东西没说啊。。。,2
3423,请问我学习这个实验时需要学习opencv3还是opencv2?,0
3424,浏览器上有点慢,-1
3425,讲的比较乱 不太适合零基础同学,-1
3426,我写入CSV的时候会乱码，decode然后encode就行了，不知道你们有没有这个问题,-1
3427,。。。。第一课的实验代码没法在虚拟机上运行，因为jquery库文件链接是在baidu上，加载不了。,-1
3428,云里雾里啊，一段简史吧！,2
3429,可以修改啊，你登陆后移到右上角你的头像，然后点个人设置。,1
3430,初步体验实验楼，感觉还可以的，希望接下来的日子里有更多的惊喜。,1
3431,不会用呀。输入代码一直显示错误,-1
3432,秀到爆，第一次接触这样的学习网站，学习激情一下就就爆发了！,1
3433,好卡。。。，不知道是不是我网络原因还是其他的。。,-1
3434,是我学得慢还是楼生的快，感觉还没学什么呢就到七楼了，我也在看啊，太笨！？,0
3435,不错，学习环境体验不错,2
3436,第一次接触linx。用windows学了一年了,1
3437,想问一下，远程桌面是怎么做到这么快的响应的,1
3438,存在一个bug，当暂停游戏的时候，计时器停止计时了，但是游戏依然可以进行,1
3439,很不错的网站，很不错的课程项目。,2
3440,第一次体验，心情跟我的标题是一样的，my firsr html,1
3441,怎么敲代码啊？哈哈。,0
3442,不太会用啊。。。。只是看完了文档介绍，，，不太知道界面是有哪些用途。,-1
3443,怎么装不了软件？我想装个cmake,0
3444,很不错，就是终端连接比较卡,2
3445,非常不错的教程，具有实践效果,2
3446,命令比较实用，就是有个步骤应该是多余的---建立file文件？？？，为什么有这一步,0
3447,好多命令~,-1
3448,运行到一半，卡死退出来了,-1
3449,我不是大神啊，以下是百度出的内容：“constraint dpt_pk primary key(dpt_name)这句代码是定义主键，dpt_pk是自定义的主键名。”希望能帮到你,1
3450,真是尴尬啊，目前只会对实验楼的源码照敲，自己还不会编码，什么变量什么运算符啊感觉有点吃力，估计要用到的时候又要回过来看看，记性就是这个查，老师这个题好难我不会~~~,-1
3451,第一次发现有实验楼这么个好地方，第一次爬虫，相当不错的体验。,2
3452,不错 就是有点卡 可能是电脑配置问题,0
3453,怎么在ubuntu上安装最新版的node.js呢?比如现在的8.4版本,0
3454,垃圾！胡乱教学！乱七八糟！,-1
3455,基础性东西，适合新手学习,1
3456,尝试破解没有成功，不知道怎么解,-1
3457,请问一下有些课程中说的“文件和资料下载”在哪里可以下？,0
3458,git config：配置相关信息     git clone：复制仓库     git init：初始化仓库     git add：添加更新内容到索引中     git diff：比较内容     git status：获取当前项目状况     git commit：提交     git branch：分支相关     git checkout：切换分支     git merge：合并分支     git reset：恢复版本     git log：查看日志,1
3459,左边是文档，右边是实验桌面，如果多次开始实验都没有看到，可以换个浏览器试试。,1
3460,这一节我体会到了用函数编译程序的快感~,2
3461,在线环境是没办法链接外网的，你的源码是从那里下载的,1
3462,请问怎样才能拿到邀请码呢,0
3463,没人答疑不开心，没有凭证,-1
3464,插入数据那部分提示说可以通过一条语句实现？请问如何做到，我是一条一条数据输入的,0
3465,不错的入门实验课,2
3466,这个课程怎么是未开放购买？我现在想学这个啊。,0
3467,可以建名字为“/pot/forloutest”的文件，你也可以在loutest下面建个pot的路径，然后在里面建forloutest,1
3468,第一次，完全不懂，完全照搬，还是很不错的网站，感谢,2
3469,楼下的兄弟你真的用了三周就学会了吗？,0
3470,很好用，好好努力，争取成为一个编程高手。,2
3471,所有阿里云里保存的东西都无法下载 连接,-1
3472,我想好好学习，天天向上，但是代码不好敲啊～,-1
3473,不错的基础课程，加大了我的个人兴趣,2
3474,vim熟悉后可以，无形中提升效率 值得下功夫熟悉。,1
3475,网络卡顿时，体验效果的确会差一些,-1
3476,环境中可以使用 github，使用 git clone 命令可以从 github 中下载代码,1
3477,对啊，看几页书都没有敲一行“Hello world”的体验来得深。,1
3478,感觉挺难的，基本上完成挑战得查看前面的实验的文档，才能找到。辛苦，也发现自己可能不太有学编程的天赋,-1
3479,赞，希望越来越好用,2
3480,有几个问题： 1.实验环境在使用的时候 点击界面经常会自动输入字母'c' 2.实验中  文档右上角的『我要提问』，没法用。 每次输入东西的时候，文字框都会失去焦点，无法正常输入内容 个人环境:Mac+Chrome,-1
3481,可能要再加一个JS函数吧，改进项目的任务就交给少年你了……,1
3482,挑站真的很好玩,2
3483,还不错，可以使用,2
3484,Ansible反应好慢啊，就一台本地机器输完命令后也不能立刻显示结果,-1
3485,very good，跟着实验楼，进步很快,1
3486,每周都会有一个项目任务，会逐渐增加难度。不会有最终的练手项目，毕竟涵盖的内容太多，很难设计完整的项目包含所有知识点。,-1
3487,这个教程入门很好，迫不及待看进阶,2
3488,独立完成实验的感觉很好,2
3489,我用的是Cygwinprotable，首次进入后，输入：$ whoami，显示的是Administrator，如何修改为我想要设置的用户名和密码啊,1
3490,介绍了RabbitMQ的使用，感觉很好,2
3491,在线实验蛮有意思的，利于小白的成长。,2
3492,好神奇啊！！！ 虽然还有好多东西不明白，但是当make all完成的那一刻简高兴坏了！,-1
3493,toilet怎么用呢？执行了install sysvtoilet之后，再输入toilet abc(abc是我想输出的内容），系统提示没有abc这一指令。。。。怎么回事,0
3494,不知道是不是错误，那个第十三题的挑战似乎输入“cut -c 8- data1”就能有一堆命令出来，在这些命令中有一条只要把最前面的“history”去掉就能当答案输入。,-1
3495,不错，适合入门,2
3496,好难啊，根本记不住啊，咋办,-1
3497,在研究如何把 字符界面的中文乱码变成正常中文显示,1
3498,作为入门课程真的门槛高了，学完C语言基础来看这个大部分是看不懂的。,-1
3499,卡着进不了界面,-1
3500,能解释清楚基本语法，多态在实际中的应用场景，更容易理解概念,1
3501,同学你好，很有可能你没有安装 freeglut3-dev：  ```bash sudo apt-get install freeglut3-dev ```,1
3502,把python基础基本上过完了再来做这个项目，感觉好多了。除了vi还是不会用……,-1
3503,理解你的困扰，你可以带上代码的截图去讨论区提问一下～,0
3504,既然说了是20个攻击实验就不要有一些基础性的东西好吗？居然还有讲msf用法，这个是攻击实验吗？不要用名字来打幌子可以？,0
3505,这什么玩意？我搜个正则表达式是啥，给我整出这个，见都没见过,0
3506,太卡了，明天开始去网吧试试,-1
3507,第一次体验，心情跟我的标题是一样的，my firsr html,1
3508,加油，努力，奋斗吗，,2
3509,虚拟机卡死，无奈退出,-1
3510,不会操作，开始使用还不太熟悉软件操作,-1
3511,真心觉得对小白来说有点难度，前几课的内容至少重复操作三遍才能理清楚步骤，本来跟着做的时候觉得自己会了，结果一做作业，又开始复习前面的文档步骤，不过还好，实验楼能让自己体会到成就感,1
3512,实际操作不错,2
3513,还是有点卡，该有的编辑器没有，有也是不知道怎么用，没教程，编辑器也不智能，完全不会用。,-1
3514,开始实验后，文档开头处有环境的密码，学习root后即可获得权限。,1
3515,课程很不错，可以让人快速了解shell和python。。,2
3516,练习python很有趣，希望以后能经常加入实验,1
3517,了解了SQL 创建表格中的约束，对表格的结构更熟悉了,1
3518,QAQ不知道为什么 上下左右动不了 太难了 呜呜呜,0
3519,这个实验环境是不是变了，和文档中描述不太一样了,-1
3520,第一个程序Hello World！,1
3521,最好是有视频，至少针对每一个题目中的编码都进行详细的解释，这样可以大大促进小白的学习效率,1
3522,"为什么if__name__==""__main__"":冒号会 报错",0
3523,就是应为一个地方，以为是错误才要输入 卡住了 半天。 原来系统已经帮我配置好了 LNMP环境 我还以为要重新配置呢。,-1
3524,我购买了会员就是为了学习这个 Spark 大数据动手实验 训练营的课程，为什么买了会员之后这个训练营显示未开放购买？  如果不能买这个训练营我想申请退款,0
3525,实验室的这个虚拟机 很棒,2
3526,每天大概要投入多少时间阿这个课程？有python基础,0
3527,实现路由跟踪部分： exec_function.func_type == “route” 不清楚，请问什么情况下是这个？ 另外 co_argcount 在这里起什么作用？,0
3528,这个vim我感觉和ide的自带的编译环境还是有差距啊,1
3529,usage: ascii.py [-h] [-o OUTPUT] [--width WIDTH] [--height HEIGHT] file  ascii.py: error: the following arguments are required: file  在windows环境下提示这个问题~,1
3530,挺基础的一个实验，但是如果不做，在linux环境下还真不知道怎么弄gcc,-1
3531,老师讲得很不错！好评好评,2
3532,请问是在获取第三方包是遇到了错误吗？按理来说 wget 获取实验楼提供的内部资源是不会有错的，请您再试试。如果确实有错误我们将会帮助你找到解决的办法。,0
3533,降价后，里面说的不定期的回复意思应该就是不会回复了。  出了问题，你只能指望之前在这里学过的，回来复习时给你指点指点，或者完全靠自己了。  反正我出了问题，好像只有靠自己。。。,-1
3534,还不够具体，有些代码弄不清怎么用，比如<map>的定位等等,-1
3535,感觉不错，比自己看文档学得快。,2
3536,我每爬20个网页就让休眠一次，但是还是最多只能爬70个，请问该怎么解决,0
3537,很专业，对于小公司内的局域网聊天很实用！！！,2
3538,希望内容可以更详细一些,1
3539,有点没搞懂怎么学？从那里开始呢,0
3540,touch 创建文件  mkdir 创建目录,1
3541,那个评分仅供参考，是根据输入的字符数及操作的时间，以及实验报告等综合评出的,1
3542,大伙，请问一下谁有邀请码，谢谢！,0
3543,R的简单卡方假设检验,-1
3544,很好，对于初学者很实用,2
3545,已经购买，QQ群要等到开课的时候才能加入吗？,0
3546,您们的实验楼总是卡住，我一个穷学生还要充会员才能保存代码和环境，是真的垃圾，火大,-1
3547,就是环境有点慢，好卡，那个bit_count和bit_or函数，好像用处并不是特别大。知识多繁，算基础吧。对于java开发人员初级来说是够用的喇。,-1
3548,很糟糕的学习时间计算方式，我认为应该将看文档的时间也算进去,-1
3549,一个很低级的问题，让某个端口down掉，就是直接删除链接的链路么？,0
3550,有趣，有成就感，拿来复习C语言。,2
3551,有时候感觉实验环境和文档中写的不太一样,-1
3552,有兴趣，啥时候开放购买？,0
3553,学习数据库建立索引，建立视图，备份数据，恢复数据,1
3554,主要学习了一下操作，感觉挺好的,2
3555,第一次玩以太坊，很有意思。,2
3556,希望出更多的C语言课程,1
3557,实验一步一个过程，挺好的,2
3558,1、使用tar压缩制定目录下的文件时，指定路径最提示不能加\。2、tar -xf something -c 命令不对， 无法将文件压缩到指定路径,-1
3559,感觉每次学习都要重新搭建一遍环境，然而却是server-1.properties和server-2.properties就是没办修改。,1
3560,越来越迷茫不知道都干了啥......谁来指点迷津,-1
3561,不错，下午接着学。。。,2
3562,github 今天学会了创建账号和仓库，学会了在linux如何创建本地创库和链接到远程仓库，但是不知道远程仓库的.git文件是怎么出来的，不知道为什么push不成功的原因是什么,0
3563,复制试了一遍，没有报这样的错啊，你再试试呢，如果还不行，就把你的代码和截图发到讨论区问一下吧,0
3564,希望自己坚持下去，看看能不能对python有个比较深入的理解。能够做到运用python爬虫分析数据。,1
3565,不错，确实是一种学习思路！！！,2
3566,都是些基础的语法。适合完全没有学过的同学,1
3567,为什么显示第36行左右txt += '\n'有语法错误？,0
3568,希望老师能在课程代码中添加注释，我这种新人需要对照注释来看自己对代码理解是否有误。,1
3569,很有用的平台哟 希望越办越好,1
3570,代码没有问题啊，为什么一直提示我符号错误呢,0
3571,非常棒的体验,2
3572,"方式挺新颖,挺好的~",2
3573,需要连网才可以试验哇哇哇,1
3574,作为课程，而且还是会员课程。虽然整体算法很简单，不需要太多注释。但是代码得有良好的格式吧。能优化的地方尽量优化吧，比如assume愣是把所有的情况写在了一起，其实是可以重新封装的。还有说用什么多线程操作，其实就是把计算的过程放到一个线程里面去执行，为了不造成主线程阻塞（界面不会因为计算的过程停止等待）。计算过程并没有什么多线程的影子。,-1
3575,vim编辑器学了这么半天= =,-1
3576,不知道怎样保存到github，每次都要重新下载一次项目吗,0
3577,很好，很详细,2
3578,网速很慢，环境反应慢，无法实时操作。,-1
3579,为什么无法用中文输入啊，输进去的全是英文，,0
3580,可以可以  就是连接服务器输入时 有时是一卡一卡的,-1
3581,只支持在linux环境下啊,0
3582,很有意思，这个网站做的很有诚意，简单浅显，不会学得人想放弃。,2
3583,老铁，如果只有高中的数学基础，大学的都忘光了请问看的懂这堂课吗,0
3584,嗯，平台不错,2
3585,已收藏 感觉不错 干货,2
3586,这个课程挺不错的，在做的过程中我对js的刮刮乐更理解了,2
3587,简单讲述了vim的基本使用 感觉还不错,2
3588,试验结果总是测试不通过，后面还黑屏了,-1
3589,真的很棒哦~~~一口气学完了,2
3590,还要安装service_identity 这个模块  sudo pip install service_identity,1
3591,哇塞，源代码浏览器打开效果好漂亮啊 ，惊艳到我了~~~~   好漂亮啊，颜色好鲜艳，比文档里的截图好看几百倍，而且是动态形成的不是静态的，amazing！！！  就是自己看了文档自己也写不出来，好难呀，这种不知道要怎么学习，要是自己会做就好了,-1
3592,非常详细，文档内容很到位，真是个不错的平台,2
3593,把一些基础普及知识介绍的很清楚，包括计算机学科，职业分类，学习态度。,1
3594,跟着【实验】做完，【挑战】却几乎都不会,-1
3595,进入的时候有两句命令，第二句我在自己电脑上试的时候，要改成mysql -u root -p才能进入，这是设置密码的缘故？,0
3596,第一次来实验楼，感觉棒棒的,2
3597,这样真的好吗？全是相关框架的入门demo实例。。。随便百度下就有了吧。可能关键只是卖环境吧。,0
3598,解除阻塞操作能讲一下原理吗？响应页面有其他的写法吗,0
3599,请问具体应该如何修改，我按照步骤配置后再windows操作系统下出现404路径错误,0
3600,实验环境没有root权限，mount命令没法用……,-1
3601,一楼的实验，只linux的概念介绍，做实验怎么做？,0
3602,sigmoid的函数表达式似乎有错误，是否应该由1 / (1 + np.exp(x))改为1 / (1 + np.exp(-x))？,0
3603,觉得挺不错的，慢慢积累吧,2
3604,新手，看着还不错,2
3605,题目的意思是实现功能，你们这么检测，test.sh不是无论如何都算完成了？,0
3606,代码看不到了？只有我看不到么？,0
3607,怎么才能快速定位到下一行啊  一直按空格好慢,-1
3608,vim调试真心不好用，能不能用pycharm啊,0
3609,还有如果我在函数中再写一个函数，就是嵌套函数，怎么调用嵌套的函数啊？如果嵌套函数有不同名称，怎么调用啊？能细说下吗？谢谢~,0
3610,密码错误,-1
3611,用gcc -o 1-1  1-1.c 敲了4次才ok，代码没有错，重新重建个文件替换掉原来的1-1.c才ok，不知道说什么好，,-1
3612,主要是对grep的学习     grep “@”data2> mail                                         grep '^[1-9]' data2> num,1
3613,功能实现，又检测出错？,0
3614,初步了解了html是什么~~偶是小白~~,1
3615,初步学习python3基本知识(1.只用vim编辑python3脚本2.python3的代码风格等),1
3616,为什么每次都是有效时间0分钟。。。做了很久试验了啊,0
3617,感谢指出，已做修改,2
3618,对于我这种小白来说，这种课程很重要,1
3619,https://www.shiyanlou.com/courses/running/share/verify?key=iKUCJgSWubN1NRqCEaksmTwa   bash求最大数，pass的,0
3620,好长时间没有搞linux，命令忘记的差不多了，以后得多多来了。。。。,-1
3621,很不错，基础性的内容,2
3622,字符越大，代表的灰度越大，因为看起来颜色会更深，灰度更高。前面的字符大一些，后面的小一些。 应该是这样，我猜测。,1
3623,了解了内部外部命令，这一章比较容易理解，尤其是man帮助比较有用。,1
3624,挺好玩的，没有 Linux机器 也能玩 Linux。,2
3625,浏览器实现桌面效果，实验一步一步详解，很不错,2
3626,实验中是如何确定红色与灰色的像素点是我们所需要的？,0
3627,计算时间有问题啊~~,0
3628,课程中应该有源代码，针对无解情况同学们思考一下，出个解决方案。,1
3629,请问这门课什么时候会公开？,0
3630,没看到你的代码无法判断啊，是不是你把中文字符和英文字符输混了？,0
3631,感谢提供这么好的一个实验环境，至于后续全在自己。,2
3632,继续努力，我是新手，零基础,2
3633,n<cmd> cmd命令执行n次  行间跳转 使用nG 调到某一行  G直接到行尾  gg直接到行首 行内跳转 w 跳转一个单次 e调到单词的末尾  ge跳转到前一个单词的末尾 …^跳到行首 $跳到行尾 复制粘贴  复制有 yy nyy  yw ynw    粘贴p P 进一步学习vim 可以在普通模式下进行复制粘贴 行间跳转 行内调转,1
3634,非常好的平台，对于基础不好的小白非常合适,-1
3635,linux-7  文件系统操作与磁盘管理,1
3636,第二个实验是对一些计算机基础概念的介绍。第一个实验是开门见山的先动手感受一下。,1
3637,我很纳闷，为什么没有一个良好的反馈系统，很多课程设置的晦涩难懂，不像是一份教程，反而是一份说明文档,0
3638,高德开发中心的链接都失效了欸,1
3639,很不错，点点滴滴的积累,2
3640,实验楼确实很好，我很喜欢,2
3641,每一课都是一样的，没有加深记忆的问题吗？,0
3642,套路太深，有点敲不动,-1
3643,还不错的一个游戏体验,2
3644,为什么没有视频讲解？视频讲解就更容易懂了,0
3645,适合新手，不错！,2
3646,这就是基于实验楼Linux环境做的Java教程，您是哪里操作不下去了吗？,0
3647,Warning No default index pattern. You must select or create one to continue 跟着实验做还报错,1
3648,通过这个实验课程的学习，对python一些基本的元素和编码规范进行了了解，除此之外，学到了如何上传至pypi的python项目，Virtualenv虚拟环境的使用，Flask架构的运用，但对其中使用的代码，有些还是不太懂，只是了解大概意思，这应该还是基础的原因。,-1
3649,好的，我这边网络确实不太稳定，谢谢,2
3650,冒然闯入，不这流程描述得很清楚，能理解实验的意图与主要关键。,1
3651,实验很棒，努力刷分冲会员,2
3652,体验不错，这个还是蛮有效果的， 比光看视频好,2
3653,第一次做实验，各种迷茫...对新手还是不太友好啊,-1
3654,一个很好的学习平台，666,2
3655,练习题有答案么。。,0
3656,修改源代码哪里不知道该怎么修改,-1
3657,这个平台真是太好了，之前为什么没早遇到,0
3658,不懂为什么经常被强制退出实验楼环境。,0
3659,收获满满，这感觉很爽，感谢平台！,2
3660,关键代码给的太少了    应该把详细代码和操作都写出来     现在跟着做完实验很多逻辑都不清楚,-1
3661,不太...,-1
3662,不太详细，新手有点难度,-1
3663,看不懂哦，小白的悲伤你不懂,-1
3664,很nice的学习方式，如果例子能更丰富也许会更好,2
3665,挺方便的，最主要的是学习过程省略了搭环境的痛苦过程，个人认为，搭环境绝对是新人杀手之一！,1
3666,选择一件自己喜欢的是坚持下去吧。,1
3667,感谢您的分享和指导！！,2
3668,每个阶段都无法判断 自己是否正确，只有某个阶段出错时才发现原来前面的根本就没有成功过.......,-1
3669,对linux有了简单的认识，挺好玩的,2
3670,# 挑战: 字符串操作  ``` #! /usr/bin/env python3 str = open('home/shiyanlou/Code/String.txt').read() digit_list = [] for x in str:     if x.isdigit():         digit_list.append(x) digit = ''.join(digit_list) print(digit) ```,1
3671,后面想听听python关于测试方面的课程。谢谢。,2
3672,还可以发表评论的吗？可不可以看到我头像？,0
3673,“灰度值大的用列表开头的符号，灰度值小的用列表末尾的符号”这原理是不是跟 return ascii_char[int(gray/unit)] 这行代码正好相反？,0
3674,熟悉运行环境而已，很简单,1
3675,挑战成功了。。还不知道怎么连接。。。 git pull，从默认远程服务器下载代码 git push，从推送修改到远程服务器,-1
3676,添加用户loutest可读写，不知道怎么做,-1
3677,自始至终没找到敲出hello world的地方啊,1
3678,体验很不错，试验了MySQL的基本代码，了解约束,2
3679,该课第一节主要介绍基础理论，第二节是让用户熟悉实验楼的使用方式。,1
3680,增加python的新手教程啊C不会啊！！1,-1
3681,还不错很基础实用 继续学习,2
3682,好久没学习了，都没动力了,-1
